schoolid,math,sci,read,minority,ses,female,public,schoolsize,urban,rural,filter_$
45476,25.87,13.19,25.26,1,.195,0,1,1400,0,0,0
45506,27.55,19.75,24.98,1,-1.153,1,1,700,0,0,0
45521,33.86,14.88,15.23,0,1.376,1,1,700,0,0,0
45540,33.54,13.74,15.86,1,-.228,1,1,500,0,0,0
45540,29.77,15.53,16.07,1,-1.299,0,1,500,0,0,1
45559,26.89,17.16,25.11,0,-.794,0,1,500,0,1,0
45567,28.4,17.58,20.04,0,-.526,0,1,500,0,0,0
45615,25.5,15.98,21.17,1,-1.706,0,1,700,0,0,0
45620,27.34,16.2,18.21,1,-.804,1,1,900,1,0,1
45620,24.91,16.76,30.58,0,-.212,0,1,900,1,0,0
45678,30.1,16.85,27.37,1,.505,0,1,1100,0,0,0
45686,31.65,14.6,21.57,0,.206,0,1,300,0,1,0
45788,35.17,11.45,15.82,1,-1.148,0,1,1400,0,0,0
45820,35.05,14.89,12.7,0,-.917,0,1,1400,0,0,0
45820,28.79,17.58,25.72,1,.131,1,1,1400,0,0,0
45820,23.49,14.12,25.91,1,-1.217,1,1,1400,0,0,0
45831,43.04,16.69,16.08,0,.622,0,1,900,1,0,0
45870,39.99,13.25,21.63,0,-.361,1,1,900,0,0,0
45918,32.43,15.69,17.86,1,-.87,1,1,900,0,1,0
45918,30.79,15.32,26.38,0,-.587,1,1,900,0,1,0
45958,30.12,13.73,23.93,1,-1.542,0,1,500,0,1,0
45981,25.92,16.04,21.03,1,-.373,0,1,1400,0,0,0
45994,27.46,18.82,28.45,0,1.083,1,1,700,0,0,0
46301,29.08,14.03,24.59,0,-.114,1,0,100,1,0,0
46344,36.83,16.49,18.07,0,.561,0,0,500,1,0,0
46540,36.68,18.45,20.15,0,.547,1,0,500,1,0,1
46715,34.62,18.7,24.22,0,1.097,0,0,700,1,0,0
46715,35.62,19.37,15.1,0,.437,0,0,700,1,0,0
46748,20.81,18.58,26.11,0,-.575,0,0,300,1,0,0
46857,32.55,16.37,20.79,1,-.825,0,0,300,1,0,0
46857,29.14,13.73,28.25,0,.434,1,0,300,1,0,0
46869,33.87,16.22,26.79,0,-.094,0,0,500,1,0,0
46891,31.79,14.64,17.58,0,.463,0,0,500,1,0,0
47184,28.17,17.64,30.3,0,.262,0,0,300,0,0,0
52370,25.68,18.55,19.39,0,.183,0,0,100,1,0,0
52995,26.83,19.54,17.63,1,-1.189,1,0,300,1,0,0
52995,31.6,15.77,18.3,1,.04,0,0,300,1,0,0
54127,35.34,18.04,23.75,0,.457,0,0,700,1,0,0
54828,25.54,17.76,19.47,0,.716,0,0,100,0,0,0
54834,31.48,15.99,19.27,0,.587,1,0,100,1,0,0
68038,45.35,12.58,13.49,0,-.17,0,1,500,0,1,1
68060,29.27,22.5,17.83,0,.937,0,1,700,0,1,0
68060,37.11,14.65,15.96,1,-1.172,1,1,700,0,1,0
68068,27.95,15.01,21.1,0,-1.065,1,1,700,0,1,0
68071,32.38,13.73,15.79,1,-.368,0,1,1100,1,0,0
68081,23.95,19.09,23.78,1,-.419,0,1,500,0,1,0
68137,32.06,14.94,21.69,1,-1.551,1,1,500,0,1,1
68137,23.88,17.11,20.43,1,-.72,0,1,500,0,1,0
68160,28.93,14.44,21.55,0,.892,1,1,1400,0,1,0
68180,35.27,15.7,24.52,1,-1.616,0,1,1400,1,0,0
68194,31.83,15.53,24.42,1,-.815,0,1,500,0,0,0
68205,28.72,18.35,28.08,0,.136,1,1,900,0,0,0
68254,26.85,16.9,26.99,1,-.831,1,1,500,1,0,1
68262,21.87,12.9,27.38,0,.318,1,1,900,0,1,0
68281,30.09,12.31,22.75,0,.261,0,1,700,0,1,0
68281,40.46,11.84,20.8,0,.686,0,1,700,0,1,0
1806,40.07,15.34,29.48,0,.392,1,0,300,1,0,0
1846,40.07,13.84,27.77,0,-.296,1,0,500,1,0,0
2321,38.48,16.65,25.81,0,-.702,0,0,300,0,0,0
2988,36.7,17.12,32,1,-.164,0,0,500,0,0,0
6518,50.22,20.97,24.2,0,.498,0,0,300,1,0,1
6518,38.5,28.98,28.03,0,.882,0,0,300,1,0,0
6631,39.97,18.24,35.41,0,-.371,1,0,100,0,1,0
6738,38.8,17.98,40.35,0,-.006,1,0,100,1,0,0
7000,29.23,18.21,34.18,1,-1.34,1,1,900,1,0,0
7028,41.18,19.8,25.28,0,.452,1,1,700,0,0,0
7029,41.28,19.97,34.41,0,-1.056,1,1,500,0,1,0
7042,36.01,24.95,35.98,0,.808,1,1,300,0,0,0
7096,45.66,26.92,24.05,0,-.286,0,1,100,0,1,1
7107,43.25,14.77,20.5,0,-.22,0,1,700,0,1,0
7133,32.32,19.07,27.06,0,.498,0,1,500,0,0,0
7158,46.32,20.09,12.9,0,-.864,1,1,500,0,1,0
7169,46.49,17.29,21.1,0,.412,1,1,300,0,1,1
7205,33.2,22.05,34.78,0,-.968,0,1,700,1,0,0
7219,41.47,24.06,22.01,0,.218,0,1,100,0,1,0
7220,35.58,17.58,34.6,0,-.394,0,1,300,0,1,0
7220,38.75,23.73,26.09,1,-.992,0,1,300,0,1,0
7239,34.64,17.64,35.98,0,.708,1,1,500,0,0,0
7269,41.02,20.92,28.83,0,.554,1,1,500,1,0,0
7285,25.24,20.27,39.29,1,1.383,1,1,500,0,0,0
7320,36.88,22.47,31.6,0,-.606,1,1,100,0,1,0
7330,37.33,17.1,29.56,1,-1.267,1,1,700,1,0,0
7330,46.43,15.47,30.6,1,-1.117,1,1,700,1,0,0
7333,33.52,17.9,30.43,0,-.803,1,1,900,0,0,0
7334,40.88,18.6,35.12,0,.261,1,1,300,0,0,0
7334,44.85,23.05,24.52,0,.434,0,1,300,0,0,0
7341,46.52,13.26,19.82,0,-1,0,1,300,0,0,0
7357,47.07,22.13,25.75,0,.489,0,1,900,0,0,0
7369,40.52,17.64,21.99,0,-.901,1,1,500,0,1,0
7390,39.84,18.89,26.62,0,.735,0,1,500,0,1,0
7395,28.59,18.21,39.65,0,.152,1,1,700,0,0,0
7431,43.65,23.47,21.71,0,.261,0,1,700,0,0,0
7434,32.89,23.35,34.39,1,-.571,1,1,500,1,0,0
7435,29.08,20.23,33.13,0,-.063,1,1,500,0,0,0
7435,45.44,25.6,23,0,1.352,0,1,500,0,0,0
7475,42.62,21.11,29.71,0,.11,1,1,700,0,0,0
7494,48.61,17.41,19.35,0,-.394,0,1,300,0,1,0
7504,43.97,14.88,24.16,0,-.168,1,1,1100,0,0,0
7514,33.5,19.54,27.26,0,-.182,1,1,500,0,0,0
7538,34.43,24.79,31.14,1,.476,0,1,700,0,0,0
7547,38.3,17.83,23.83,1,-.429,0,1,1400,0,0,0
7557,37.25,23.94,36.36,0,.56,0,1,500,0,0,0
7557,39.81,20.22,36.37,0,.076,1,1,500,0,0,0
7578,42.29,18.94,32.55,0,1.608,1,1,500,0,0,0
7584,40.39,15.92,23.7,0,-.246,1,1,1100,1,0,0
7586,34.97,18.91,30.41,0,-.496,1,1,500,0,1,0
7593,36.45,16.88,30.21,1,-1.302,1,1,900,0,1,0
7593,43.41,17.85,28.98,0,.491,0,1,900,0,1,0
7609,45.02,20.9,30.1,0,-.979,0,1,300,0,1,0
7668,29.44,18.88,29.45,0,-.43,1,1,500,0,0,0
7669,35.32,19.46,33.63,0,-.958,1,1,900,0,0,0
7671,34.15,19.05,31.81,0,-.162,1,1,900,1,0,0
7718,42.68,19.01,18.68,0,.304,0,1,500,0,0,0
7725,48.42,20.73,23.65,1,.963,1,1,300,0,0,0
7726,32.2,26.2,38.75,0,-.179,0,1,500,0,1,0
7740,30.31,18.37,33.7,0,-1.029,1,1,300,0,0,0
7786,42.94,21.48,27.51,0,-.94,0,1,700,0,1,0
7814,40.92,21.26,34.77,0,.829,0,1,700,0,0,0
7822,31.22,20.47,29.61,0,-.082,1,1,700,0,1,0
7835,40.29,16.81,29.33,0,-.162,1,1,300,0,1,0
7860,35.65,17.94,28.97,0,-1.491,1,1,700,0,0,0
7941,37,17.8,23.53,0,.281,0,1,500,0,0,0
7941,36.87,17.94,35.98,0,-.327,1,1,500,0,0,0
7941,42.39,18.23,34.52,0,-.139,1,1,500,0,0,0
8088,37.98,16.99,22.86,0,.329,1,0,700,0,0,0
8399,41.64,20.67,32.1,1,-1.76,0,0,300,0,0,0
8473,31.36,19.31,37.74,0,.382,0,0,100,0,0,0
8589,37.72,15.04,27.55,1,-1.295,1,0,300,0,0,0
8700,42.19,15.35,21.36,1,-1.581,0,0,500,0,0,1
8945,33.88,23.16,33.04,0,.051,0,0,300,0,1,0
8968,31.03,20.81,39.35,1,.002,1,0,100,0,1,0
8972,38.6,23.13,34.3,1,.011,1,0,300,0,0,0
8972,34.55,23.3,38.28,0,1.223,1,0,300,0,0,0
14379,46.64,18.63,30,0,-.075,1,0,700,0,0,0
14426,45.37,21.41,29.88,0,.927,1,0,100,0,0,0
14520,32.38,11.64,38.31,0,1.059,0,0,100,0,0,0
14770,41.27,22.26,29.45,0,.661,1,0,300,0,0,0
14894,37.53,18.69,25.21,1,-.917,1,0,300,0,0,0
14894,41.05,15.45,27.63,1,-.174,1,0,300,0,0,0
24052,45.14,23.41,18.67,0,-.949,0,1,500,0,1,0
24053,39.77,19.68,28.08,0,.049,0,1,900,1,0,0
24182,37.76,25.7,29.76,0,.786,0,1,700,0,0,0
24182,46.56,18.59,24.94,0,.862,0,1,700,0,0,0
24182,34.74,24.14,34.32,0,.144,0,1,700,0,0,0
24216,38.38,21.68,34.9,0,-1.368,1,1,100,0,1,0
24216,36.01,23.88,21.3,0,-1.69,0,1,100,0,1,0
24232,37.81,22.18,37.56,0,.154,1,1,1100,0,0,0
24232,38.18,19.64,32.83,0,-.5,0,1,1100,0,0,0
24290,36.7,21.73,32.13,0,-1.062,0,1,300,0,1,0
24323,50.97,20.22,23.2,0,-.115,0,1,500,0,1,0
24474,34.89,18.48,43.83,0,-.166,1,1,500,0,0,0
24543,43.48,21.78,30.15,0,1.166,0,1,1100,0,0,0
24589,34.23,18.56,30.71,1,-1.797,0,1,700,1,0,0
24772,40.26,17.61,22.21,0,-1.313,1,1,700,0,1,0
24813,40.3,19.44,28.12,1,.497,0,1,900,1,0,0
24991,40.85,21.89,28.56,0,-.704,1,1,700,0,1,0
25018,44.51,13.33,24.13,1,-.869,1,1,700,0,1,0
25044,39.01,18.87,26.89,0,1.055,1,1,300,0,1,0
25064,45.19,19.3,32.68,1,1.245,0,1,700,0,0,0
25067,31.11,19.17,29.83,0,-.633,1,1,300,0,0,0
25107,40.79,18.66,25.59,0,.002,1,1,300,0,1,0
25130,29.55,16.92,36.15,1,-1.999,0,1,1100,1,0,0
25133,43.51,17.54,22.21,0,-.568,0,1,500,0,1,0
25178,36.91,18.87,33.44,1,.269,0,1,1100,1,0,1
25178,43.81,18.98,23.5,0,.279,0,1,1100,1,0,1
25208,39.97,19.37,37.39,0,-.243,1,1,900,1,0,1
25208,30.51,20.05,32,0,-.138,1,1,900,1,0,0
25208,43.42,21.26,29.46,1,-.164,0,1,900,1,0,0
25227,39.5,18.26,24.48,1,.185,1,1,900,1,0,0
25261,35.8,17.41,26.78,1,-.072,0,1,700,0,0,0
25313,44.01,19.03,31.26,0,-.471,0,1,300,0,1,0
25321,43.78,23.54,30.52,0,-.149,0,1,700,0,0,0
25321,38.2,23.86,35.63,0,.439,1,1,700,0,0,0
25328,35.19,20.04,28.34,0,.315,0,1,900,1,0,1
25361,37.59,16.21,35.2,0,1.384,1,1,900,1,0,0
25361,42.42,18.2,30.33,0,1.081,0,1,900,1,0,0
25361,33.78,24.01,33.39,0,.814,1,1,900,1,0,0
25364,38.23,18.36,27.77,0,.209,0,1,100,0,0,0
25374,38.24,22.23,29.98,0,.248,0,1,900,0,1,0
25374,34,19.02,28.16,0,-.032,0,1,900,0,1,0
25374,37.22,18.63,34.92,0,.712,1,1,900,0,1,0
25394,30.06,18.59,29.49,0,-.319,1,1,500,0,1,0
25402,44.8,19.34,23.51,1,-.417,0,1,700,1,0,0
25425,42.46,18.61,23.01,0,.101,1,1,100,0,1,0
25434,44.56,17.15,29.09,1,.722,1,1,900,1,0,0
25450,42.19,18.41,31.86,0,.424,0,1,500,0,0,0
25456,36.08,21.16,35.23,0,-.177,1,1,300,0,1,0
25460,34.68,22.32,29.89,0,.433,1,1,500,0,0,0
25460,38.38,13.73,33.75,0,.659,1,1,500,0,0,0
25530,44.78,15.33,35.46,0,-.323,1,1,900,0,1,0
25545,41.11,23.97,18.1,0,-.07,1,1,500,0,1,0
25615,50.62,15.7,27.85,1,.273,1,1,900,1,0,0
25644,43.42,21.24,23.61,1,.424,0,1,700,0,0,0
25644,42.71,15.07,23.33,1,-1.531,0,1,700,0,0,0
25667,34.48,20.38,30.69,1,-.188,1,1,1100,1,0,0
25667,35.29,19.26,25.95,1,.261,0,1,1100,1,0,0
25694,41.81,15.73,20.67,0,-.855,1,1,300,0,1,0
25745,56.17,20.98,20.94,1,-.632,1,1,1100,1,0,0
25765,33.52,23.86,28.61,1,-1.247,0,1,500,0,1,0
25765,32.46,19.39,34.78,1,-.355,0,1,500,0,1,1
25793,46.07,20.61,30.67,0,-.748,1,1,500,0,0,0
25814,33.49,24.01,28.17,0,-.089,0,1,500,0,1,0
25825,41.07,21.86,30.66,1,.226,1,1,1400,1,0,1
25873,29.49,22.59,34.19,0,-.325,0,1,500,0,1,0
25919,33.37,21.44,23.58,0,-1.205,0,1,1100,0,0,0
25958,34.78,22.41,27.73,1,-1.026,0,1,900,1,0,0
25983,45.48,20.53,24.42,0,-.025,0,1,700,0,0,0
25995,35.12,19.52,24.93,0,-.382,1,1,1100,0,0,0
26249,42.35,15.17,34.37,0,.98,1,0,500,0,1,1
26285,41.31,15.91,26.68,0,.938,0,0,500,0,0,0
26537,39.08,17.42,28.16,0,-.24,1,0,300,0,0,0
26537,42.1,21.16,22.73,0,1.381,1,0,300,0,0,0
29146,43.58,17.23,27.11,0,.386,1,0,700,0,0,0
29545,39.6,16.58,30.83,0,.595,1,0,700,1,0,0
29757,38.81,23.73,25.49,1,.028,0,0,300,1,0,0
29757,40.22,21.13,34.2,1,1.533,1,0,300,1,0,0
29980,46.56,21.78,23.58,0,.672,0,0,500,0,1,0
29980,38.88,22.81,23.06,0,.994,0,0,500,0,1,1
29999,30.56,18.69,30.01,0,-.257,0,0,500,0,0,0
34786,37.7,21.65,26.64,0,.336,0,0,100,0,0,0
45064,46.76,16.15,27.48,0,.38,0,1,100,0,0,0
45064,38.42,12.87,28.88,0,-.233,0,1,100,0,0,0
45078,43.38,16.59,23.41,0,.553,1,1,500,0,0,0
45110,38.77,23.54,24.88,1,-.79,0,1,700,0,0,0
45134,36.22,20.67,31.33,0,.755,0,1,500,0,0,0
45164,35.04,12.75,35.12,0,-.246,1,1,500,0,0,0
45197,34.78,16.54,27.06,1,-.065,0,1,1100,1,0,0
45271,41.68,22.72,16.91,1,-.36,1,1,500,1,0,0
45301,41.94,16.38,33.13,0,.131,1,1,700,0,0,0
45338,29.47,20.11,28.79,0,.749,0,1,100,0,1,0
45423,50.1,21.42,20.65,1,.439,1,1,700,0,0,0
45424,45.58,22.35,29.84,0,1.067,0,1,700,0,0,0
45442,36.02,21.29,27.24,0,-.123,1,1,300,0,0,0
45452,41.17,19.27,18.74,1,-1.956,1,1,1400,1,0,0
45506,40.95,18.78,24.6,1,.705,1,1,700,0,0,0
45509,45.65,18.99,28.37,0,.639,0,1,900,0,0,0
45531,46.72,23.39,26.65,1,-.095,0,1,500,0,0,0
45540,43.65,15.36,25.66,1,-.792,1,1,500,0,0,0
45540,47.6,23.19,18.6,1,-.357,1,1,500,0,0,0
45567,38.7,18.24,32.78,0,-.344,1,1,500,0,0,0
45576,34.64,18.21,29.63,1,.071,0,1,1400,0,0,0
45620,40.92,20.79,32.78,0,.274,0,1,900,1,0,0
45654,44.24,23,26.99,0,.9,1,1,1400,1,0,0
45678,39.04,25.1,21.18,1,-.078,0,1,1100,0,0,0
45686,39.97,17.68,40.14,0,-.48,1,1,300,0,1,0
45686,37.07,21.75,25.93,0,-.248,0,1,300,0,1,0
45716,48.89,22.99,20.59,0,.254,1,1,500,0,0,0
45747,38.2,16.32,24.68,1,-.382,1,1,700,1,0,0
45747,38.2,16.32,23.14,1,-1.207,1,1,700,1,0,0
45768,56.84,15.03,16.96,1,-1.289,0,1,1100,1,0,0
45786,38.94,17.3,25.61,0,-.805,1,1,500,0,1,0
45830,39.57,23.14,31.48,0,-.133,1,1,300,0,0,0
45845,46.61,16.78,26.61,0,.218,0,1,500,0,1,0
45886,29.94,16.07,34.53,0,.296,1,1,1100,0,0,0
45886,35.02,19.83,28.67,0,.045,0,1,1100,0,0,0
45924,39.4,15.02,23.79,1,-1.202,1,1,900,1,0,0
45924,35.27,24.47,30.97,0,-.401,0,1,900,1,0,0
45924,47.64,19.76,19.96,1,-.904,0,1,900,1,0,0
45958,43.38,24.53,26.67,0,-.411,1,1,500,0,1,0
45958,43.19,21.84,16.96,0,-.082,0,1,500,0,1,0
45958,43.88,13.63,34.69,0,.228,0,1,500,0,1,0
45967,38.04,22.81,25.9,0,-.212,0,1,500,0,0,0
45981,40.6,16.25,28.57,1,-.158,1,1,1400,0,0,0
45985,45.07,15.23,22.18,1,.831,1,1,700,0,0,1
45994,29.98,22.12,30.99,0,.103,0,1,700,0,0,0
45994,41.76,22.89,31.87,0,.312,0,1,700,0,0,0
46119,33.87,16.27,43.43,0,1.035,1,0,700,1,0,0
46119,46.01,15.03,30.56,0,.187,1,0,700,1,0,0
46155,32.85,16.72,38.59,1,.002,1,0,300,1,0,0
46301,46.04,15.84,31,1,-.651,0,0,100,1,0,0
46344,27.58,16.24,40.17,0,.455,1,0,500,1,0,0
46344,39.04,20.67,37.64,0,.573,1,0,500,1,0,0
46344,34.24,20.39,27.13,0,-.049,1,0,500,1,0,0
46344,36.06,18.35,26.15,0,.035,0,0,500,1,0,0
46485,40.68,23.1,27.71,0,-.525,1,0,500,1,0,0
46715,36.41,25.26,24.23,0,1.436,0,0,700,1,0,0
46803,36.59,15.49,40.14,0,-.394,0,0,100,1,0,0
46857,45.14,22.83,21.32,0,-.467,0,0,300,1,0,0
46857,44.14,24.64,28.5,1,.179,0,0,300,1,0,1
46869,25.38,19.74,32.63,0,.132,0,0,500,1,0,0
46869,33.98,19.82,27.07,0,-.299,1,0,500,1,0,0
46869,28.02,20.88,34.25,0,.54,0,0,500,1,0,0
46891,38.91,13.23,27.46,1,-.073,1,0,500,1,0,0
46922,35.98,18.56,37.36,0,.361,1,0,300,1,0,0
46922,33.63,17.84,32.28,0,-.169,0,0,300,1,0,0
47184,42.85,24.58,27.23,0,1.079,0,0,300,0,0,0
47217,41.34,19.26,29.92,0,-.149,0,0,100,0,0,0
47270,37.24,17.2,26.36,0,-.061,0,0,500,0,0,0
47270,32.32,22.53,27.52,0,-.878,0,0,500,0,0,0
47377,31.68,21.73,31.13,0,1.264,0,0,300,0,0,1
47583,33.13,17.33,36.83,0,-.074,1,0,300,0,1,0
47583,27.46,20.47,31.07,0,.748,1,0,300,0,1,1
52888,41.41,26.02,23.77,1,.487,0,0,300,1,0,0
54002,33.62,22.8,27.02,0,.888,1,0,300,0,0,0
54127,48.04,16.22,22.12,0,1.183,1,0,700,1,0,0
54157,34.64,19.84,29.95,0,1.046,1,0,700,1,0,0
54330,43.74,21.13,19.91,1,.76,1,0,700,1,0,0
54356,50.31,20.16,22.49,0,.835,1,0,100,0,0,0
54394,40.76,17.18,24.9,0,.745,0,0,500,0,0,0
54567,35.06,18.85,33.5,0,1.361,1,0,900,1,0,1
54567,42.78,19.83,22.69,0,.885,0,0,900,1,0,0
54834,51.64,17.36,20.6,1,.71,1,0,100,1,0,0
54888,36.72,20.2,23.01,0,1.162,0,0,700,1,0,0
57055,43.95,19.76,34.15,0,1.056,0,0,300,0,0,0
57733,41.81,15.55,26.89,1,1.112,0,0,300,0,0,0
57767,39.13,17.88,33.89,1,-.112,1,0,500,0,0,0
62488,46.97,24.12,26.53,1,1.381,0,0,500,1,0,0
68042,46.24,19.31,32.33,0,.443,0,1,1100,0,1,0
68114,36.59,18.49,23.78,0,-.14,1,1,500,1,0,0
68114,51.44,19.31,25.12,0,-.953,1,1,500,1,0,1
68135,38.5,22.13,36.11,0,.514,1,1,900,0,0,0
68135,34.02,17.49,29.16,0,-.547,1,1,900,0,0,0
68180,33.54,13.01,32.2,0,.71,1,1,1400,1,0,0
68281,31.86,22.63,37.65,0,.018,1,1,700,0,1,0
1249,42.04,21.98,34.77,0,-.604,0,0,300,1,0,1
1806,46.29,22.13,43.83,0,1.308,0,0,300,1,0,0
1846,46.26,19.91,35.46,0,.306,1,0,500,1,0,0
1846,43.19,22.64,35.36,0,-.698,0,0,500,1,0,0
2114,56.18,26.72,38.98,0,.813,0,0,700,0,0,0
2861,52.28,29.25,43.43,0,1.347,1,0,500,0,0,0
2861,40.11,22.36,43.43,0,.388,1,0,500,0,0,0
2888,64.5,30.48,37.15,0,2.304,1,0,700,0,0,0
6043,42.76,24.13,38.95,0,.892,1,0,100,0,0,0
6043,52.2,16.55,32.85,0,.514,0,0,100,0,0,0
6327,53.97,30.05,32.09,0,1.211,0,0,100,0,0,0
6518,40.69,22.57,43.83,0,.398,1,0,300,1,0,0
7011,52.36,19.19,43.83,0,.588,1,1,300,0,1,0
7016,46.93,22.22,36.83,0,-.039,0,1,300,0,0,0
7048,55.16,23.85,39.67,1,.962,0,1,700,0,0,0
7048,51.23,19.1,36.42,0,.939,1,1,700,0,0,0
7048,46.39,23.8,38.36,0,1.134,0,1,700,0,0,0
7048,51.39,23.31,38.47,0,1.041,0,1,700,0,0,0
7089,47.97,20.85,30.21,0,.31,1,1,500,0,0,0
7089,64.05,28.94,42.22,0,-1.321,1,1,500,0,0,0
7094,53.3,29.97,39.79,0,.075,0,1,1400,0,0,0
7096,55.69,23.74,40.35,0,-1.139,1,1,100,0,1,0
7096,52.89,19.76,31.19,0,.585,1,1,100,0,1,1
7107,58.03,28.58,32.59,0,1.059,1,1,700,0,1,0
7109,41.74,24.12,34.56,0,-.377,0,1,500,0,1,0
7109,51.1,27.19,29.78,0,.76,0,1,500,0,1,0
7133,60.52,25.64,38.68,0,-.368,0,1,500,0,0,0
7158,63.41,27.78,40.17,0,.302,0,1,500,0,1,0
7169,42.89,24.73,33.88,0,-1.172,1,1,300,0,1,0
7193,55.68,25.67,32.21,0,.287,0,1,1400,1,0,0
7193,53.59,28.08,43.43,1,.352,0,1,1400,1,0,0
7193,49.62,15.44,35.38,1,-.043,1,1,1400,1,0,0
7211,57.36,26.24,37.23,0,1.306,0,1,500,1,0,0
7239,59.49,24.42,32.12,0,-.194,1,1,500,0,0,0
7253,41.83,24.32,34.86,0,-.088,0,1,700,0,0,0
7269,47.44,20.91,43.83,0,1.702,0,1,500,1,0,0
7269,62.79,28.54,43.83,1,1.361,0,1,500,1,0,0
7314,43.28,24.22,31.11,0,.219,0,1,300,0,0,0
7314,44.15,28.04,31.21,0,.285,0,1,300,0,0,0
7333,49.98,21.96,31.38,0,.883,1,1,900,0,0,0
7357,48.04,27.91,36.02,0,-.424,0,1,900,0,0,0
7373,45.37,26.08,39.81,0,-.676,0,1,300,0,1,0
7389,43.78,26.35,34.53,0,.585,0,1,500,0,1,0
7437,55.44,22.94,32.88,0,-.204,1,1,900,0,0,0
7437,50.13,20.55,35.63,0,-1.271,1,1,900,0,0,0
7494,52.68,16.82,38.72,0,-.147,1,1,300,0,1,0
7514,58.54,25.38,34.32,0,1.209,0,1,500,0,0,0
7557,41.11,24.14,37.29,0,.757,0,1,500,0,0,0
7578,58.87,24.21,38.07,0,1.059,0,1,500,0,0,0
7591,46.28,19.34,42.63,0,.662,1,1,500,1,0,0
7622,56.71,25.26,34.82,0,.835,0,1,900,0,0,0
7672,49.62,25.74,38.4,0,-.499,0,1,900,0,1,0
7716,48.57,21.64,40.64,0,1.286,1,1,500,0,1,0
7716,59.61,25.48,35.91,0,-.623,1,1,500,0,1,0
7718,52.57,21.79,39.32,0,.663,1,1,500,0,0,1
7740,43.71,24.42,31.16,0,-.558,1,1,300,0,0,0
7778,51.92,25.73,33.79,1,.472,0,1,700,1,0,0
7786,62.26,30.1,39.86,0,-.419,0,1,700,0,1,0
7793,52.57,25.24,39.46,0,.175,0,1,500,0,1,0
7803,54.85,22.9,32.33,0,-.554,0,1,300,0,1,0
7807,52.47,26.67,30.18,0,.913,0,1,700,0,0,1
7834,62.26,30.01,41.23,0,1.304,0,1,100,0,1,0
7860,46.99,19.22,32.8,0,.468,0,1,700,0,0,0
7893,57.18,21.57,38.71,0,-.457,1,1,500,0,0,0
7902,51.85,20.54,30.39,0,.356,1,1,300,0,0,0
7943,63.39,25.08,36.18,0,1.21,0,1,500,0,0,0
7989,43.29,18.83,43.43,0,-.349,1,1,500,0,0,0
8898,40.11,23.81,43.43,0,.422,0,0,300,0,0,0
8972,38.31,20.11,42.22,1,.119,1,0,300,0,0,0
14018,43.05,30.04,41.61,0,1.154,0,0,300,0,0,0
14246,53.5,18.26,39.65,0,-.159,1,0,300,0,1,0
14246,45.2,20.54,39.35,0,.705,1,0,300,0,1,0
14254,47.62,19.1,35.9,0,-.175,1,0,300,0,1,0
14379,50.69,25.4,40.64,0,.096,1,0,700,0,0,0
14379,49.37,24.05,41.23,0,-.058,1,0,700,0,0,0
14770,42.91,25.88,36.96,0,.557,0,0,300,0,0,0
14770,49.7,21.55,30.34,0,-.528,1,0,300,0,0,0
14770,57.08,22.9,36.22,0,.239,0,0,300,0,0,0
14894,50.44,24.34,34.18,0,1.154,0,0,300,0,0,0
14894,43.85,19.73,37.66,0,.1,1,0,300,0,0,0
14954,43.61,21.79,35.91,0,1.204,1,0,700,0,0,0
14954,58.92,27.55,38.22,0,.7,0,0,700,0,0,0
24053,39.83,21.52,42.63,0,.347,1,1,900,1,0,0
24053,58.97,22.16,36.12,0,.613,1,1,900,1,0,0
24110,47.32,23.45,37.33,0,-.646,1,1,300,0,0,0
24127,37.8,26.4,38.96,1,-.114,1,1,500,0,1,0
24190,44.15,21.51,42.63,1,.211,1,1,700,0,1,0
24216,59.82,25.85,34.82,0,.181,0,1,100,0,1,0
24240,56.23,29.71,40.64,0,.434,0,1,1400,0,1,0
24240,42.4,20.02,35.88,0,.556,0,1,1400,0,1,0
24287,40.62,23.41,39.22,0,-.185,1,1,100,0,1,0
24323,49.49,27.58,35.91,0,-.02,1,1,500,0,1,0
24371,50.33,21.78,43.83,0,-.303,1,1,700,0,0,0
24390,50.78,18.63,31.13,0,-.967,1,1,1400,0,0,0
24408,42.78,19.58,35.81,0,-.454,0,1,500,0,0,0
24459,41.89,18.56,43.43,0,.264,1,1,500,0,1,0
24589,60.78,19.32,34.37,0,.434,0,1,700,1,0,0
25101,57.4,21.82,38.68,0,1.283,0,1,1100,0,0,0
25107,49.3,30.91,43.83,0,-.555,0,1,300,0,1,0
25133,51.46,19.24,37.43,0,.064,1,1,500,0,1,0
25142,45.44,25.73,34.76,1,-.221,1,1,700,0,0,0
25163,47.12,22.28,29.06,1,-.198,0,1,1100,1,0,0
25208,39.81,25.02,35.49,0,.992,1,1,900,1,0,0
25267,42.86,24.53,39.6,1,.476,1,1,900,0,0,0
25270,47.22,22.15,29.38,0,-.098,1,1,1100,0,0,0
25321,49.16,21.96,40.84,0,-.075,0,1,700,0,0,0
25328,40.07,21.65,38.96,0,.297,1,1,900,1,0,0
25354,51.69,26.93,36.3,0,-.116,1,1,700,1,0,0
25361,52.12,22.4,35.25,0,1.164,1,1,900,1,0,0
25400,57.65,30.94,43.83,0,1.306,1,1,700,0,1,0
25402,52.53,28.61,24.11,1,-1.956,0,1,700,1,0,0
25404,56.2,17.34,35.52,1,-.63,0,1,500,1,0,0
