schoolid,math,sci,read,minority,ses,female,public,schoolsize,urban,rural
45287,21.08,10.52,15.36,1,-0.754,1,1,700,1,0
7792,33.8,17.61,24.04,0,0.406,0,1,900,1,0
34369,35.95,23.27,36.77,0,0.466,1,0,500,0,0
45064,51.08,32.06,36.59,0,-0.246,0,1,100,0,0
6327,38.34,25,43.83,0,0.531,0,0,100,0,0
7941,38.17,19.19,34.38,0,-0.359,0,1,500,0,0
29814,43.01,25.52,23.73,0,0.595,0,0,300,1,0
45768,55.22,25.23,42.63,1,-0.198,1,1,1100,1,0
24184,39.81,23.93,36.53,0,0.586,0,1,1400,0,0
54394,49.37,24.47,26.68,0,1.339,1,0,500,0,0
45615,27.81,18.19,31.31,1,-1.207,1,1,700,0,0
7631,31.02,13.77,16.99,1,0.487,0,1,700,0,0
24571,22.03,14.82,15.46,0,-0.145,0,1,500,0,0
45981,33.11,13.19,29.66,1,-1.31,1,1,1400,0,0
68254,24.17,15.31,26.89,1,-1.08,0,1,500,1,0
26249,56.64,30.08,42.22,0,1.552,0,0,500,0,1
54354,41.87,21.46,39.65,0,1.4,1,0,700,1,0
24327,51.82,21.28,38.11,0,-0.243,0,1,900,0,0
54344,19.98,14.55,20.24,1,-0.574,1,0,300,0,0
62220,46.28,30.66,39.3,0,1.526,1,0,300,0,0
7672,24.22,15.91,22.22,0,-0.878,0,1,900,0,1
7822,23.37,18.59,22.47,0,-0.606,0,1,700,0,1
25074,46.38,15.27,26.04,1,-0.298,1,1,1400,1,0
25934,22.6,11.45,18.54,1,-0.955,1,1,700,0,1
68086,21.79,12.21,13.65,1,-1.749,0,1,700,0,1
7194,31.88,22.18,34.55,0,-0.496,1,1,300,0,1
25074,21.85,12.09,21.47,1,-0.592,1,1,1400,1,0
2988,48.18,22.13,40.84,1,0.443,1,0,500,0,0
45442,26.29,14.12,20.62,0,0.375,0,1,300,0,0
45301,64.5,22.7,36.83,0,0.631,1,1,700,0,0
7140,24.21,12.22,17.44,0,-0.634,0,1,700,0,1
45338,23.31,11.14,15.49,1,-1.657,0,1,100,0,1
46857,51.73,17.9,21.6,0,0.165,0,0,300,1,0
1806,27.62,17.94,23.71,0,0.261,0,0,300,1,0
25716,37.43,22.26,24.54,0,-0.895,1,1,300,0,0
62596,53.01,30.05,43.83,0,1.381,1,0,700,1,0
14643,33.82,14.47,19.19,0,0.56,0,0,300,0,0
8700,24.11,16.6,23.54,1,0.049,1,0,500,0,0
45216,21.93,10.93,16.51,1,-1.085,0,1,1400,0,0
7096,55.69,23.74,40.35,0,-1.139,1,1,100,0,1
7012,32.08,14.73,19.91,0,0.463,0,1,500,0,0
54259,51.77,20.7,29.27,0,1.55,1,0,500,1,0
7422,21.85,13.18,11.98,0,-1.532,0,1,500,0,0
7028,48.3,23,37.26,0,0.386,0,1,700,0,0
7718,42.68,19.01,18.68,0,0.304,0,1,500,0,0
45831,57.07,24.96,37.54,0,-0.377,1,1,900,1,0
7194,26.62,17.12,23.37,0,-0.672,0,1,300,0,1
45900,50.48,24.41,43.83,1,0.759,1,1,700,1,0
7609,21.02,17.48,22.7,0,-0.419,1,1,300,0,1
45318,45.02,22.37,39.85,0,0.273,1,1,1400,0,0
25454,24.92,20.76,29.58,0,-0.365,1,1,300,0,1
57136,29.68,17.28,22.63,1,-0.321,0,0,300,0,0
62360,57.96,26.1,25.89,0,1.533,0,0,1100,1,0
45270,39.57,14.68,13.31,0,-0.729,0,1,100,0,1
25400,48.64,20.66,28.28,0,0.71,1,1,700,0,1
45197,48.82,15.62,22.16,1,-0.002,1,1,1100,1,0
25067,30.99,21.48,18.69,0,-1.195,1,1,300,0,0
25814,57.3,21.43,28.49,0,0.359,0,1,500,0,1
7157,22.92,12.84,16.9,1,-0.698,1,1,700,1,0
25364,28.4,17.79,31.96,0,-0.964,0,1,100,0,0
45318,28.28,15.46,19.34,1,-0.735,0,1,1400,0,0
26238,61.84,27.79,40.47,0,1.057,1,0,900,0,0
25088,47.01,27.19,32.67,0,-0.497,0,1,700,0,0
45764,29.87,18.87,17.71,1,-1.322,0,1,1400,0,0
7230,33.36,14.11,21.01,1,-0.536,1,1,700,1,0
25990,19.93,16.64,25.61,0,-0.515,0,1,500,0,1
45531,47.33,23.27,40.47,1,0.05,1,1,500,0,0
7133,34.55,21.9,31.46,0,-0.44,1,1,500,0,0
54964,47.36,25.29,31.87,0,0.797,1,0,1400,1,0
24244,19.18,10.32,16.24,0,-0.719,0,1,300,0,0
14296,37.25,20.05,29.02,0,0.174,1,0,300,0,0
7593,34.73,19.95,30.72,0,-0.708,1,1,900,0,1
6327,27.09,17.06,26.28,0,0.673,0,0,100,0,0
25642,34.44,16.71,28.44,1,-0.185,1,1,700,1,0
29135,28.61,22.21,38.26,1,1.691,0,0,300,1,0
47270,38.64,24.58,43.83,0,0.316,0,0,500,0,0
7451,23.43,12.42,16.31,1,-1.043,1,1,1400,1,0
8672,44.11,21.67,26.66,0,-0.747,1,0,500,0,0
25122,36.94,22.89,28.41,0,0.509,0,1,900,0,0
46485,47.16,26.05,40.64,0,-0.58,1,0,500,1,0
7239,42.69,20.5,27.38,0,-0.215,0,1,500,0,0
14778,33.61,21.9,29.05,1,0.139,1,0,300,0,0
24543,29.24,21.87,16.58,0,-0.02,0,1,1100,0,0
54330,40.7,18,19.58,0,0.412,1,0,700,1,0
24858,35.73,20.48,23.33,0,0.885,0,1,1100,1,0
14254,55.02,24.95,40.52,0,-0.012,0,0,300,0,1
8638,28.08,20.61,31,0,-0.772,0,0,300,0,0
68042,18.87,10.75,10.47,0,-0.24,0,1,1100,0,1
7941,37.32,27.13,29.28,0,-0.323,0,1,500,0,0
25101,43.22,26.04,43.83,0,0.832,0,1,1100,0,0
68281,57.59,25.12,43.43,0,0.661,1,1,700,0,1
46503,47.63,21.97,35.75,0,-0.394,1,0,300,1,0
25745,33.55,19.45,35.11,1,0.336,0,1,1100,1,0
47377,20.55,16.43,17.16,0,1.121,1,0,300,0,0
25422,19.56,11.48,25.23,0,-1.057,0,1,1100,1,0
45555,26.42,14.04,19.97,0,-1.109,1,1,700,1,0
7737,23.46,12.39,16.75,1,-1.376,0,1,500,1,0
24408,18.67,10.09,11.51,0,-1.338,0,1,500,0,0
7772,26.66,14.92,28.06,0,-0.708,1,1,500,0,0
29394,61.48,27.28,33.65,0,1.173,0,0,500,1,0
7930,35.5,14.74,36.86,0,1.306,1,1,1100,0,1
14813,57.87,28.18,39.6,0,-0.045,0,0,100,0,0
34614,18.98,16.95,17.11,0,0.051,0,0,300,0,1
24184,48.89,18.93,37.53,0,0.489,1,1,1400,0,0
7849,44.26,22.26,36.88,0,-0.372,1,1,300,0,1
7472,34.07,18.06,32.19,0,-0.424,0,1,500,0,0
7269,17.76,13.56,20.13,1,-1.587,0,1,500,1,0
45509,44.55,17.97,36.39,0,0.953,0,1,900,0,0
54305,57.91,30.89,43.43,0,1.286,0,0,300,0,0
62821,54.61,20.52,40.84,0,0.229,1,0,500,1,0
62360,53.07,23.51,34.58,0,1.32,0,0,1100,1,0
7048,26.63,16.03,24.35,0,0.575,1,1,700,0,0
25724,47.07,28.51,35.4,0,0.71,0,1,700,0,0
25834,28.72,17.33,25.76,1,0.014,1,1,900,1,0
25008,32.58,13.4,25.39,1,-1.829,1,1,1100,0,0
45271,30.8,13.37,26.85,1,0.514,1,1,500,1,0
25400,25.17,11.36,17.29,1,-0.162,1,1,700,0,1
45820,25.22,14.3,23.12,1,-1.477,1,1,1400,0,0
45978,20.22,10.53,14.13,1,-1.357,0,1,1400,1,0
7963,27.46,26.1,34,0,0.004,0,1,900,0,0
45064,19.49,10.24,21.15,0,1.154,1,1,100,0,0
7334,31.98,16.38,14.54,0,0.099,0,1,300,0,0
7194,49.02,23.68,39.81,0,0.056,1,1,300,0,1
45559,18.68,13.08,15.44,0,-0.858,0,1,500,0,1
7285,44.25,18.59,29.57,0,-0.299,0,1,500,0,0
7593,22.4,16.45,24.86,0,-0.526,1,1,900,0,1
26285,34.43,13.21,31.89,0,0.085,1,0,500,0,0
25133,34.87,18.81,19.21,0,-1.3,0,1,500,0,1
68201,18.94,13.87,22.66,1,-0.797,1,1,700,0,1
7348,20.8,12.36,15.26,1,-0.059,0,1,300,1,0
7211,24.26,11.11,13.15,1,-1.455,0,1,500,1,0
7772,39.96,22.54,34.3,0,0.538,1,1,500,0,0
34786,28.93,13.45,23.77,0,0.007,0,0,100,0,0
47130,41.21,17.49,27.04,0,0.958,0,0,300,0,0
29146,35.71,18.72,17.32,0,-0.123,1,0,700,0,0
29066,42.33,19.31,35.63,0,-0.52,1,0,300,0,1
26373,46.76,31.17,38.59,0,0.972,1,0,300,0,0
54730,41.45,21.29,29.65,0,0.812,0,0,1100,1,0
25404,25.39,12.71,18.04,1,-1.332,0,1,500,1,0
45318,40.03,24.65,42.63,0,0.728,1,1,1400,0,0
7726,21.85,12.17,19.26,0,-0.452,1,1,500,0,1
34479,36.04,16.79,30.16,0,0.831,1,0,300,0,0
7913,32.43,23.38,36.96,0,-0.998,0,1,900,0,0
45287,25.45,18.03,20.96,1,-0.77,0,1,700,1,0
25044,35.54,13.77,17.94,0,0.122,1,1,300,0,1
7440,26.74,19.59,24.83,0,-0.82,0,1,300,0,1
54002,52.14,27.13,43.83,0,1.552,0,0,300,0,0
25422,51.49,19.08,34.91,0,-0.239,0,1,1100,1,0
8473,41.68,18.01,33.15,0,0.895,1,0,100,0,0
45978,37.79,18.08,21.83,1,-1.499,0,1,1400,1,0
7916,40.26,20.83,39.32,0,0.471,1,1,700,0,0
7103,23.56,11.95,17.89,1,-0.783,1,1,500,1,0
25740,24.85,19.06,27.82,0,0.349,0,1,300,0,1
26249,59.73,24.82,38.26,0,0.745,1,0,500,0,1
45078,39.91,21.88,20.52,1,-0.817,1,1,500,0,0
54394,26.4,13.96,14.49,0,0.881,1,0,500,0,0
62377,20.56,12.18,23.84,1,-0.189,0,0,300,0,0
7096,23.9,11.22,13.24,0,-1.427,1,1,100,0,1
45576,41.76,19.82,35.76,1,0.825,0,1,1400,0,0
57136,50.35,21.86,35.14,1,0.661,0,0,300,0,0
25256,25.26,14.21,25.43,1,-1.399,1,1,300,0,1
25122,39.08,24.27,22.08,0,0.36,1,1,900,0,0
7029,25.92,14.11,19.59,0,-1.004,0,1,500,0,1
25723,21.14,13.11,27.03,0,0.341,0,1,700,0,1
62469,50.24,17.31,38.95,0,1.194,1,0,300,1,0
14438,60.56,20.82,39.37,0,0.385,1,0,300,0,0
7803,45.44,18.49,28.13,0,0.365,1,1,300,0,1
7625,19.21,17.81,15.12,0,-1.366,0,1,700,0,1
24828,37.55,14.77,21.86,0,-0.573,1,1,1400,1,0
24053,22.78,12.05,16.64,0,-0.917,0,1,900,1,0
7892,20.7,11.87,20.18,0,-0.977,1,1,1100,1,0
8046,36.38,14.4,33.85,0,0.732,1,0,100,0,0
47445,47.45,22.3,40.86,0,0.907,1,0,900,0,0
45224,34.07,11.48,21.05,1,-0.174,0,1,1400,0,0
45870,42.49,22.92,33.63,0,0.078,0,1,900,0,0
24390,28.89,16.77,33.56,0,0.028,1,1,1400,0,0
7340,20.1,12.23,11.82,0,-0.44,0,1,300,0,1
7504,41.81,20.13,29.83,0,0.511,0,1,1100,0,0
14605,30.05,14.84,23.04,0,0.197,1,0,300,0,1
7862,35.49,14.39,23.25,0,-0.015,1,1,500,0,1
24138,50.84,28.97,43.83,1,0.336,1,1,700,1,0
54567,38.5,20.01,19.69,0,1.245,1,0,900,1,0
7835,48.03,18.46,20.72,0,1.037,0,1,300,0,1
25702,31.78,18.75,20.25,0,-1.029,0,1,1100,1,0
54077,55.16,29.69,40.24,0,0.854,0,0,500,1,0
45851,30.18,15.65,24.2,0,0.064,1,1,500,0,0
25400,57.65,30.94,43.83,0,1.306,1,1,700,0,1
7795,28.76,13.65,14.42,1,-1.581,0,1,300,0,1
7609,23.09,17.47,24.2,0,-0.668,1,1,300,0,1
14438,36.52,16.56,16.17,1,0.398,0,0,300,0,0
45554,18.25,11.44,18.24,1,-1.311,1,1,1100,0,0
45555,45.9,23.87,22.69,0,-0.214,0,1,700,1,0
24190,38.54,20.71,23.57,0,-1.385,0,1,700,0,1
14308,49.32,21.74,43.83,0,1.263,0,0,500,0,1
7109,46.9,30.05,38.49,0,-0.066,0,1,500,0,1
47270,21.58,15.05,26.71,0,0.439,1,0,500,0,0
25051,22.74,22.64,27.64,1,-1.581,0,1,1400,0,0
25450,22.78,11.27,20.23,0,0.467,0,1,500,0,0
46485,53.36,20.31,25.62,0,1.117,0,0,500,1,0
2335,40.14,16.44,37.97,1,0.074,1,0,900,1,0
45620,27.19,14.47,23.36,1,-1.34,0,1,900,1,0
7474,28.45,23.72,23.68,0,-0.301,1,1,300,0,1
14770,46.32,22.68,42.63,0,-0.194,1,0,300,0,0
45578,30.11,19.31,21.24,0,0.507,1,1,700,0,0
68262,33.75,19.83,28.55,0,0.336,0,1,900,0,1
25394,26.84,17.17,22.43,0,-0.27,1,1,500,0,1
26461,43.92,17.72,24.84,0,0.835,0,0,500,0,0
52141,23.02,11.21,18.64,1,-0.749,1,0,300,1,0
45338,30.82,17.63,29.5,0,-0.919,0,1,100,0,1
24459,27.85,16.04,23.5,0,-0.516,0,1,500,0,1
24371,49.85,21.35,36.6,0,1.132,0,1,700,0,0
47445,46.74,19.97,36.7,1,0.284,0,0,900,0,0
54330,43.68,17,27.77,0,0.317,0,0,700,1,0
8536,29.17,18.92,30.64,0,0.511,0,0,100,0,0
7481,48.05,24.51,22.17,0,1.211,1,1,700,0,0
45057,50.15,19.54,21.95,0,-0.518,0,1,1400,0,0
68201,46.25,21.76,18.97,0,0.488,1,1,700,0,1
62821,62.43,20.88,42.22,0,1.029,0,0,500,1,0
7933,18.31,17.29,25.52,0,-2.226,0,1,700,0,0
45540,20.89,14.33,24.27,1,-1.002,0,1,500,0,0
8536,20.07,20.78,27.99,0,-0.806,0,0,100,0,0
45999,52.13,22.94,36.3,1,0.087,1,1,300,0,0
46301,34.66,14.26,25.21,0,-0.405,1,0,100,1,0
54344,29,18.9,20.82,1,0.708,1,0,300,0,0
25983,44.21,17.05,16.15,0,0.327,0,1,700,0,0
25297,18.66,14.63,16.43,1,-1.422,1,1,300,0,1
7239,23.69,11,20.75,0,0.56,1,1,500,0,0
7860,39.15,17.53,30.73,0,0.982,1,1,700,0,0
52888,19.02,12.03,15.84,1,-0.044,0,0,300,1,0
7029,37.31,16.15,36.52,0,0.631,1,1,500,0,1
57767,48.39,21.52,37.2,1,-0.448,1,0,500,0,0
45019,29.72,20.01,36.96,0,-0.43,0,1,300,0,1
26285,36.93,12.04,29.72,0,1.008,1,0,500,0,0
24838,29.57,18.25,25.35,0,-0.745,1,1,900,0,1
7963,53.81,31.84,39.22,0,1.361,0,1,900,0,0
7219,58.81,30.1,30.38,0,-0.788,1,1,100,0,1
24459,20.75,16.94,15.87,0,-0.212,1,1,500,0,1
25804,35.5,18.12,20.85,1,-1.001,0,1,1100,1,0
54077,49.91,17.08,32.64,1,1.186,1,0,500,1,0
1846,21.06,12.73,20.37,0,0.238,1,0,500,1,0
14894,49.91,25.42,39.79,0,-0.041,1,0,300,0,0
24269,26.23,16.4,20.33,1,-1.874,1,1,700,0,0
25460,34.71,18.37,32.51,0,-0.651,1,1,500,0,0
29931,47.64,17.67,27.33,0,1.485,1,0,700,1,0
7860,33.49,22.05,28.31,0,0.137,1,1,700,0,0
29066,25.96,18.54,20.43,0,0.558,0,0,300,0,1
24813,35.95,18.67,34.09,0,0.862,1,1,900,1,0
54344,34.26,17.53,35.33,1,1.284,1,0,300,0,0
25810,32.28,15.58,20.57,0,0.003,1,1,500,0,0
7941,44.12,23.1,21.87,0,-0.486,0,1,500,0,0
25520,38.9,18.65,33.08,0,0.282,1,1,900,0,1
45394,46.92,25.54,33.64,1,0.494,1,1,500,1,0
14296,42.23,20.75,30.56,0,1.034,0,0,300,0,0
46417,38.8,16.25,20.12,0,0,0,0,900,1,0
7403,24.55,17.92,14.25,0,-0.695,0,1,1400,1,0
7454,18.39,10.53,13.04,0,-0.04,1,1,700,0,0
14438,31.32,23.25,29.41,0,0.709,1,0,300,0,0
25321,38.2,23.86,35.63,0,0.439,1,1,700,0,0
25404,21.83,12.21,24.4,1,-0.828,1,1,500,1,0
24110,28.36,13.31,18.89,1,-0.564,0,1,300,0,0
24858,43.27,19.54,39.58,0,-1.581,1,1,1100,1,0
25779,34.11,14.2,20.76,0,1.229,1,1,1400,0,0
25642,26.68,15.65,18.29,1,-0.31,0,1,700,1,0
7422,47.12,17.81,28.44,0,-0.297,0,1,500,0,0
25074,24.24,15.2,24.23,1,-0.47,1,1,1400,1,0
45318,43.09,24.58,28.13,0,1.394,0,1,1400,0,0
45524,26.48,18.18,36.1,1,-1.067,0,1,900,0,0
68130,20.13,17.96,17.51,1,0.509,0,1,700,0,0
24858,59.31,18.11,35.7,1,1.101,0,1,1100,1,0
68262,46.5,21.1,38.18,0,-1.067,1,1,900,0,1
25877,34.12,21.61,18.18,0,-0.181,1,1,300,0,1
24110,31.28,16.61,13.15,1,-0.43,0,1,300,0,0
7803,44.97,25.38,40.64,0,0.19,0,1,300,0,1
6044,61.43,23.22,29.18,0,0.379,0,0,500,0,0
7011,36.06,16.6,19.3,0,0.047,1,1,300,0,1
7860,32.13,12.99,13.41,1,0.424,0,1,700,0,0
7772,36.22,17.37,30.15,0,-0.286,1,1,500,0,0
7864,41.56,17.89,15.08,0,0.371,0,1,500,0,0
45886,29.94,16.07,34.53,0,0.296,1,1,1100,0,0
7133,48.49,21.16,31.85,0,0.732,1,1,500,0,0
6053,26.54,19.16,31.13,1,1.647,0,0,500,1,0
24543,35.77,18.03,19.84,0,-0.123,0,1,1100,0,0
46891,60.44,24.79,42.22,0,0.177,1,0,500,1,0
25366,29.57,16.55,24.47,0,0.434,1,1,900,0,0
25779,54.29,23.94,25.02,0,1.229,0,1,1400,0,0
62821,46.11,29.75,38.36,0,1.585,1,0,500,1,0
7096,60.09,23.41,43.43,0,1.209,1,1,100,0,1
14379,37.67,15.68,24.45,0,-0.464,0,0,700,0,0
25364,19.11,12.29,13.93,0,-1.045,0,1,100,0,0
45985,30.77,11.7,13.36,1,-0.611,1,1,700,0,0
46715,35.2,21.92,28.03,0,0.052,0,0,700,1,0
25658,18.15,10.54,16.83,1,-0.275,0,1,700,1,0
8589,40.11,15.73,25.13,0,-0.801,1,0,300,0,0
24856,29.83,13.9,18,1,-1.289,1,1,700,1,0
7440,32.33,18.14,22.67,0,-0.743,1,1,300,0,1
46803,30.57,22.39,26.28,0,-0.429,1,0,100,1,0
7658,22.98,19.89,17.52,1,-0.536,1,1,900,1,0
25848,18.54,12.14,17.08,1,0.162,1,1,900,1,0
45900,29.26,19.86,27.61,1,0.273,1,1,700,1,0
25224,23.13,11.18,19.54,1,-1.062,1,1,1400,1,0
24725,19.46,16.54,15.29,0,-1.713,0,1,300,0,1
7239,34.64,17.64,35.98,0,0.708,1,1,500,0,0
24828,27.6,11.76,16.4,0,1.533,0,1,1400,1,0
45805,30.68,18.24,19.4,0,0.262,0,1,500,0,1
45271,30.27,14.29,19.37,1,-0.499,1,1,500,1,0
14438,38.61,18.78,26.74,0,1.134,0,0,300,0,0
8104,61.07,26.05,39.43,1,1.527,0,0,100,0,0
25765,44.35,17.64,29.52,0,-0.681,1,1,500,0,1
7893,34.62,19.15,23.75,0,0.077,1,1,500,0,0
45958,42.58,19.01,31.93,0,-0.162,0,1,500,0,1
25793,46.07,20.61,30.67,0,-0.748,1,1,500,0,0
24323,39.33,18.95,31.39,0,1.13,0,1,500,0,1
2335,50.14,15.28,36.83,0,1.066,0,0,900,1,0
14778,26.14,11.01,13.08,1,-0.188,1,0,300,0,0
7348,18.85,10.21,13.88,1,-0.401,0,1,300,1,0
29061,27.17,10.38,12.94,0,1.488,0,0,900,1,0
7451,22.71,15.63,16.43,1,-1.664,0,1,1400,1,0
46485,42.75,19.95,29.76,0,0.199,1,0,500,1,0
25441,24.84,13.9,11.98,0,0.214,1,1,300,0,1
29369,33.37,16.78,26.05,0,1.261,0,0,300,0,1
45555,42.61,24.93,24.95,0,0.378,0,1,700,1,0
14192,53.32,25.42,37.34,0,0.738,1,0,300,0,0
7440,36.91,17.74,25.99,0,-0.668,1,1,300,0,1
45924,22.42,16.06,19.44,1,-1.3,0,1,900,1,0
45394,48.58,18.44,28.13,1,0.972,0,1,500,1,0
7320,28.2,12.85,20.75,0,-0.479,0,1,100,0,1
57136,38.35,14.25,23.27,1,0.071,1,0,300,0,0
7104,23.77,13.17,16.98,0,-0.233,0,1,1400,0,1
47504,30.3,19.3,27.64,0,-0.377,1,0,100,0,0
24216,37.49,17.83,22.65,0,0.153,0,1,100,0,1
25208,26.32,15.65,17.65,0,0.605,0,1,900,1,0
2666,29.23,11.14,23.63,0,0.119,0,1,700,0,1
7096,40.4,24.85,22.69,0,0.231,0,1,100,0,1
7415,27.84,17.75,16.65,0,-0.521,0,1,500,0,0
45271,23.58,19.93,25.39,1,0.221,0,1,500,1,0
68162,27.6,16.74,15.44,0,-0.088,0,1,900,0,0
7984,34.89,16.96,37.41,0,-0.25,1,1,900,0,1
45338,47.32,22.9,31.34,0,0.3,1,1,100,0,1
47184,42.98,21.63,21.43,0,-0.553,0,0,300,0,0
7514,34.87,18.9,24.05,0,0.813,1,1,500,0,0
6053,55.8,23.24,33,0,0.414,1,0,500,1,0
25983,36.79,17.11,16.47,0,0.837,0,1,700,0,0
62596,62.85,26.52,42.52,0,0.95,1,0,700,1,0
45455,34.02,16.58,26.77,0,0.204,0,1,500,0,0
45183,32.93,19.98,26.63,0,0.738,0,1,900,1,0
14254,23.34,15.48,13.96,0,0.095,1,0,300,0,1
7133,60.52,25.64,38.68,0,-0.368,0,1,500,0,0
7862,49.88,26.44,32.88,0,-0.092,0,1,500,0,1
47377,24.42,13.25,14.25,1,-1.024,0,0,300,0,0
24376,22.38,16.76,23.72,0,-0.03,1,1,300,0,1
7463,22.2,11.26,14.36,1,-0.548,1,1,700,0,0
7631,46.9,21.27,35.02,0,-0.618,0,1,700,0,0
7941,37,17.8,23.53,0,0.281,0,1,500,0,0
68185,31.2,23.06,43.48,0,0.049,0,1,500,0,0
7415,32.08,12.85,23.89,1,-0.85,1,1,500,0,0
25667,37.8,14.69,19.04,1,0.371,1,1,1100,1,0
7390,59.3,28.2,43.83,0,-0.546,1,1,500,0,1
45197,36.12,15.23,23.73,1,-1.532,1,1,1100,1,0
7089,24.44,18.1,18.16,0,-0.082,0,1,500,0,0
7089,64.05,28.94,42.22,0,-1.321,1,1,500,0,0
25761,50.49,24.4,39.96,0,0.348,0,1,500,0,0
24376,18.33,13.26,16.59,0,-1.247,1,1,300,0,1
25873,22.03,16.4,16.3,0,0.456,1,1,500,0,1
25531,21.18,10.62,18.26,1,-1.477,0,1,300,0,1
7090,17.27,10.99,13.85,1,-1.367,0,1,500,1,0
7330,20.32,11.21,16.75,0,-1.213,1,1,700,1,0
7169,18.53,11.71,16.05,0,-0.37,0,1,300,0,1
45746,40.19,18.17,30.38,0,1.208,1,1,500,0,0
7029,39.8,20.49,34.02,0,-0.236,0,1,500,0,1
45057,21.26,12.28,16.18,1,0.247,1,1,1400,0,0
25280,30.71,16.35,23.59,0,-0.192,0,1,300,0,1
8945,37.36,21.98,27.28,0,-0.074,1,0,300,0,1
14359,35.76,16,30.21,0,0.336,1,0,100,0,0
34786,19.95,11.3,12.22,0,-0.069,0,0,100,0,0
25465,26.57,14.91,18.3,0,0.209,1,1,500,0,1
45978,52.44,21.94,31.09,1,0.907,1,1,1400,1,0
25545,19.32,12.93,14.8,1,-1.468,0,1,500,0,1
54394,55.23,26.2,39.67,0,1.231,1,0,500,0,0
24174,46.01,21.55,39.41,1,-0.55,1,1,700,0,1
25402,41.54,18.55,36.95,0,-0.833,0,1,700,1,0
7538,34.43,24.79,31.14,1,0.476,0,1,700,0,0
25834,32.78,16.3,30.63,1,-0.405,1,1,900,1,0
25267,31.63,15.12,23.38,0,1.221,0,1,900,0,0
7923,36.26,17.03,15.65,0,-1.616,1,1,700,0,1
68060,21.8,16.22,14.2,0,0.424,1,1,700,0,1
8638,27.68,17.18,16.81,1,-0.419,1,0,300,0,0
29394,54.58,22.02,31.01,0,1.522,0,0,500,1,0
45747,28.61,21.49,28.31,1,0.158,1,1,700,1,0
25227,51.72,18.75,29.93,1,-0.925,1,1,900,1,0
24390,17.87,10.26,12.34,0,-0.656,1,1,1400,0,0
8898,43.41,21.47,38.98,0,0.457,1,0,300,0,0
25394,31.34,16.31,21.33,0,0.002,1,1,500,0,1
46540,31.59,15.51,20.91,1,0.129,0,0,500,1,0
7801,18.21,13.88,19.5,0,-0.037,0,1,700,0,0
25313,26.87,16.62,24.08,1,-0.868,0,1,300,0,1
68150,29.98,12.68,21.3,0,-1.249,1,1,700,0,0
7089,31.09,21.51,24.42,0,-0.604,1,1,500,0,0
7330,18.03,15.43,26.82,1,0.785,0,1,700,1,0
8473,28.01,18.22,30.46,0,0.958,0,0,100,0,0
45521,33.86,14.88,15.23,0,1.376,1,1,700,0,0
25990,19.51,17.7,20.76,0,-0.524,1,1,500,0,1
46277,36.51,26.97,33.56,0,-0.305,1,0,300,1,0
54567,53.34,21.3,32.28,1,0.553,1,0,900,1,0
25531,23.4,12.17,12.54,1,-1.609,0,1,300,0,1
24052,23.68,11.28,13.91,0,-1.09,1,1,500,0,1
7450,22.06,11.88,17.16,0,-0.796,0,1,500,0,1
26777,59.84,28.79,39.32,0,1.031,0,0,500,0,0
25321,28.2,15.92,24.91,1,-0.898,1,1,700,0,0
45252,34.85,16.24,21.63,0,0.259,0,1,100,0,1
26188,35.65,26.05,28.11,0,1.164,0,0,300,1,0
7117,38.68,20.75,31.56,0,1.059,1,1,1400,1,0
8700,27.18,12.04,24.6,1,0.267,1,0,500,0,0
45057,20.35,10.81,18.7,0,-0.122,0,1,1400,0,0
25506,54.06,20.82,29.31,0,0.02,0,1,700,0,0
8104,38.23,21.37,40.84,0,0.168,0,0,100,0,0
7913,29.15,18.09,19.22,1,-0.536,1,1,900,0,0
25572,56.84,20.81,39.85,0,0.537,1,1,500,0,1
26249,52.15,21.35,35.14,0,1.039,1,0,500,0,1
25667,35.02,13.95,15.42,1,-0.062,0,1,1100,1,0
24216,37.89,16.09,26.81,1,-1.851,0,1,100,0,1
24083,22.1,13.24,24.43,1,-1.047,0,1,500,1,0
52141,34.83,15.68,25.42,1,1.083,1,0,300,1,0
7979,19.57,12.37,17.82,0,-0.48,0,1,700,0,0
24184,24.56,13.8,21.68,0,-0.857,0,1,1400,0,0
1806,61.8,19.8,38.11,0,1.059,0,0,300,1,0
45788,38.31,15.77,29.89,0,1.261,1,1,1400,0,0
45423,43.62,15.42,29.85,1,-0.075,1,1,700,0,0
7314,25.38,13.2,14.37,1,0.909,0,1,300,0,0
25877,53.61,21.73,39.22,0,0.048,0,1,300,0,1
7450,31.15,19.43,25.92,0,-0.246,0,1,500,0,1
68160,33.36,20.4,23.75,0,1.533,0,1,1400,0,1
7117,35.98,17.88,25.75,0,0.456,1,1,1400,1,0
24805,22.94,13.16,18.26,1,-0.095,0,1,900,0,1
25456,34.03,22.75,27.26,0,-0.055,1,1,300,0,1
62566,51.89,28.5,35.98,0,1.533,0,0,900,1,0
7341,31.78,13.88,33.37,0,-0.007,1,1,300,0,0
8536,28.08,14.4,31.3,0,-0.848,1,0,100,0,0
25178,38.84,25.5,31.59,0,-0.599,0,1,1100,1,0
24216,36.38,23.32,36.1,0,0.81,1,1,100,0,1
45567,42.49,18.43,32.33,1,0.905,1,1,500,0,0
14379,46.61,25.48,17.27,0,0.45,0,0,700,0,0
34479,38.47,20.93,43.43,0,0.735,1,0,300,0,0
